system,t,prediction,id,description
openstack,t-bug,sw-,2325,nova network configur neutron network configur use task way think get task choos access refactor follow
,,,,
openstack,t-bug,sw-,2324,sing sourc group type rule network star spawn becom error sourc finish group
,,,,
openstack,t-new,sw-,2323,resourc attribut make api call templat call time result request tripleo scale result api call delay resourc creation period heat engin cpu
,,,,
openstack,t-bug,sw-,2322,place nova assert use manner model
,,,,
openstack,t-bug,sw-,2321,entiti name caus show delet aggreg
,,,,
openstack,t-bug,sw-,2320,thing fix fuel region remov name code
,,,,
openstack,t-bug,sw-,2319,leas system test bvt fuel proj
,,,,
openstack,t-bug,sw-,2318,shell test run cli unit test fail python
,,,,
openstack,t-bug,sw-,2317,period problem propos transfer swift
,,,,
openstack,t-bug,sw-,2316,admin want edit detail user project associ form fail error error submit form pleas tri
,,,,
openstack,t-bug,sw-,2315,api site clean open stack project name convent
,,,,
openstack,t-bug,sw-,2314,rom test look consol work
,,,,
openstack,t-bug,sw-,2313,instal glanc client ubuntu pip instal python glancecli tri someth client get
,,,,
openstack,t-bug,sw-,2312,hen tri creat templat get rest respons bodi contain val
,,,,
openstack,t-bug,sw-,2311,fter upgrad tempest valu cli directori config file caus fail neutron
,,,,
openstack,t-bug,sw-,2310,lanc hardcod clean endpoint servic catalog keyston auth
,,,,
openstack,t-bug,sw-,2309,use endpoint glanc move servic type
,,,,
openstack,t-bug,sw-,2308,hen tri start trove crash error fix
,,,,
openstack,t-bug,sw-,2307,sing tripleo heat templat get error
,,,,
openstack,t-bug,sw-,2306,commit break nsx text
,,,,
openstack,t-bug,sw-,2305,servic catalog endpoint servic detail check everyth format self assert endpoint self assert endpoint self assert endpoint endpoin
,,,,
openstack,t-bug,sw-,2304,drop lxc bridg task role think chang lxc bridg config
,,,,
openstack,t-bug,sw-,2303,happen run keystonecli test fail traceback get use tox
,,,,
openstack,t-bug,sw-,2302,get miss
,,,,
openstack,t-bug,sw-,2301,load site request volum creation attach volum delet detach happen error
,,,,
openstack,t-new,sw-,2300,leas add manag init script restart action cento ubu
,,,,
openstack,t-bug,sw-,2299,mqp queue option defin class use puppet class
,,,,
openstack,t-bug,sw-,2298,number exception class defin gbp neutron servic exception base class inherit exception class make base class need name doc string defin mean
,,,,
openstack,t-new,sw-,2297,run open stack ceph know problem use copi option glanc cli use horizon bring save imag imag get save pool ceph stay save state sta
,,,,
openstack,t-bug,sw-,2296,user defin scope queri use month want check data class allow choos month default month get start end way implement
,,,,
openstack,t-bug,sw-,2295,lxc driver support flag fail creat domain caus boot
,,,,
openstack,t-bug,sw-,2294,hen updat bunch name get error
,,,,
openstack,t-bug,sw-,2293,length limit name server osapi charact enforc column constraint api fix valu length valu paramet state
,,,,
openstack,t-bug,sw-,2292,test creat share share serv
,,,,
openstack,t-bug,sw-,2291,hen backup size max swift section size pass backup need write section case section get write none section write backup restor
,,,,
openstack,t-bug,sw-,2290,dhcp code code use namespac need util help peopl clean namespac process run dnsmasq ask name mangl know namespac clean
,,,,
openstack,t-bug,sw-,2289,hen distribut router creat interface port gateway set router plugin creat interface port devic owner router interface
,,,,
openstack,t-bug,sw-,2288,ttp line result refer exist class definit
,,,,
openstack,t-new,sw-,2287,list index deploy essex list index add output place open bug report list miss index base review api model
,,,,
openstack,t-bug,sw-,2286,proxi server base code block detect object choos sourc object place timestamp timestamp header run issu test upgrad use use object timestamp set authent process fail base return
,,,,
openstack,t-bug,sw-,2285,evstack instal dashboard test way guarante user login dashboard start case perform actio
,,,,
openstack,t-bug,sw-,2284,hen parallel test enabl thread creat destroy port result chang devic count report age
,,,,
openstack,t-bug,sw-,2283,control deploy env neutron
,,,,
openstack,t-new,sw-,2282,script add confirm prompt warn user thing happen give
,,,,
openstack,t-bug,sw-,2281,check integ type min valu valid integ method
,,,,
openstack,t-bug,sw-,2280,action definit need caus block option action contain block result respons
,,,,
openstack,t-bug,sw-,2279,method return valu rais type error
,,,,
openstack,t-bug,sw-,2278,chapter start chapter discuss noth discuss chapter git sha url http sourc file file xml case report
,,,,
openstack,t-bug,sw-,2277,doc section behavior propos use flavor spec place call action configur devic libvirt node break comput capabl filter tri use place filter host schedul case fail valid host found
,,,,
openstack,t-bug,sw-,2276,test call role ref admin api pass non exist valu role
,,,,
openstack,t-bug,sw-,2275,mage detail horizon display option edit imag user admin proj
,,,,
openstack,t-bug,sw-,2274,ollow action detail http open bug proxi code chang need handl chang blueprint notif
,,,,
openstack,t-bug,sw-,2273,error happen format way retriev caus probl
,,,,
openstack,t-bug,sw-,2272,lanc report owner imag name tenant check mysql tabl store name think name tenant chang caus miss imag
,,,,
openstack,t-bug,sw-,2271,encount issu delet exist vnx system vnx driver vnx system get data driver see creat creat
,,,,
openstack,t-bug,sw-,2270,assign replica default consist
,,,,
openstack,t-bug,sw-,2269,use file cache dogpil cache backend use packag key rais type error model argument pass client get client string use region cache
,,,,
openstack,t-bug,sw-,2268,window wmi class introduc target serial por
,,,,
openstack,t-new,sw-,2267,port channel interface support implement cisco core plug
,,,,
openstack,t-bug,sw-,2266,parent process get send child child reload config file call reset servic parent continu run
,,,,
openstack,t-bug,sw-,2265,test test list test neutron meter label rule list work gate return respons code test fail devstack config issu test setup
,,,,
openstack,t-bug,sw-,2264,project network assign manag project noth fail
,,,,
openstack,t-bug,sw-,2263,timestamp work log tab deploy
,,,,
openstack,t-bug,sw-,2262,xml handl older deprec auto disk config disk config attribut caus resiz action set option fail pass use xml
,,,,
openstack,t-bug,sw-,2261,hen agent restart rpc server tri connect connect process stable
,,,,
openstack,t-bug,sw-,2260,ubuntu assign hostnam machin tri run get messag show termin
,,,,
openstack,t-bug,sw-,2259,guid data perform test coupl detail talk interface
,,,,
openstack,t-bug,sw-,2258,case resolv oper want extend public network alloc float
,,,,
openstack,t-bug,sw-,2257,ttempt creat packag command caus error
,,,,
openstack,t-bug,sw-,2256,client ask look use pla
,,,,
openstack,t-bug,sw-,2255,user member group inherit role group explain examp
,,,,
openstack,t-bug,sw-,2254,fail updat chang thread thread work
,,,,
openstack,t-bug,sw-,2253,case user want boot devic system event disk contain disk role get boot
,,,,
openstack,t-bug,sw-,2252,region discoveri set trigger target pass list includ wwpn system caus issu scenario
,,,,
openstack,t-bug,sw-,2251,test modul nova fail test
,,,,
openstack,t-new,sw-,2250,element give user sudo power chang allow sudo rootwrap
,,,,
openstack,t-new,sw-,2249,instal kolla pip write report state instal version queri cli version version state
,,,,
openstack,t-bug,sw-,2248,use default fals track ini
,,,,
openstack,t-bug,sw-,2247,inder manag volum use function chang volum trunk look
,,,,
openstack,t-bug,sw-,2246,hen metadata request get neutron metadata proxi nova assum forward detail header address case
,,,,
openstack,t-bug,sw-,2245,action stop fail file exist caus rabbit process
,,,,
openstack,t-bug,sw-,2244,root case backup restor case total root enabl report servic databas root show api show root disabl
,,,,
openstack,t-bug,sw-,2243,group gerrit prevent use
,,,,
openstack,t-bug,sw-,2242,servic name set project name project queri keyston catalog use servic name servic type choos right endpoin
,,,,
openstack,t-bug,sw-,2241,float manual disassoci float
,,,,
openstack,t-bug,sw-,2240,cidr allow pair host rpc call agent run issu retriev secur group member confirm total work code think break member secur group refer group get rule rpc
,,,,
openstack,t-new,sw-,2239,fuel network run choos test use run test way file assign error messag
,,,,
openstack,t-bug,sw-,2238,configur build amphora host amphora run templat use deploy ask data patch pass amphora work templat system templat adjust use host data
,,,,
openstack,t-bug,sw-,2237,float need polici plugin dri
,,,,
openstack,t-bug,sw-,2236,multipl server swift instal ubuntu refer directori exi
,,,,
openstack,t-bug,sw-,2235,ight instal tempest start command execut test set topic
,,,,
openstack,t-bug,sw-,2234,migrat fail adapt map stable host manag partition map move client partition adapt leav manag partition
,,,,
openstack,t-bug,sw-,2233,unit test run network test password prompt fail test rais ask test mock request search network
,,,,
openstack,t-bug,sw-,2232,stack kilo setup rhel . control comput node network comput network network config
,,,,
openstack,t-new,sw-,2231,murray ncc group report keyston server use entiti keyston requ
,,,,
openstack,t-bug,sw-,2230,use secur sign requ
,,,,
openstack,t-bug,sw-,2229,hen run pacemak resourc restart resourc name use restart hang disabl servic wait call follow
,,,,
openstack,t-bug,sw-,2228,event model backend defin attribut refer attribut type
,,,,
openstack,t-new,sw-,2227,ubuntu password contain expos lxc templat
,,,,
openstack,t-bug,sw-,2226,enabl vlan base network topolog vlan dnsmasq server datacent servic network topolog
,,,,
openstack,t-bug,sw-,2225,call paragraph data give section
,,,,
openstack,t-new,sw-,2224,add associ horizon use http ssl support
,,,,
openstack,t-bug,sw-,2223,use postgresql master node detail migrat version databas migrat becom region master node upgrad
,,,,
openstack,t-bug,sw-,2222,section inherit backend option set backend context default section ignor set back
,,,,
openstack,t-bug,sw-,2221,dev templat show chang sahara sahara url set keyston registr miss instruct remov servic base permiss data process
,,,,
openstack,t-bug,hw-,2220,mirror master node fuel rais fail deploy
,,,,
openstack,t-new,sw-,2219,side filter miss access secur tabl pair
,,,,
openstack,t-bug,sw-,2218,pleas releas network master branch
,,,,
openstack,t-bug,sw-,2217,script reb
,,,,
openstack,t-bug,sw-,2216,run trunk grizzli trunk test get upgrad bridg creat linuxbridg age
,,,,
openstack,t-bug,sw-,2215,etwork driver test fail test introduc neutron test system tri network topolog unit test environ caus test fail
,,,,
openstack,t-bug,sw-,2214,run horizon proxi server domain
,,,,
openstack,t-bug,sw-,2213,need option caus run oper test
,,,,
openstack,t-bug,sw-,2212,boot fix xxx fail error comput log
,,,,
openstack,t-bug,sw-,2211,isinst function determin type exception model http
,,,,
openstack,t-new,sw-,2210,section locat tool support imag creation open stack virtual machin imag templat text use connect refer model templat file git hub detect imag build templat
,,,,
openstack,t-bug,sw-,2209,test use check case connect pass variabl connect
,,,,
openstack,t-bug,sw-,2208,support python enabl ini get output ini
,,,,
openstack,t-bug,sw-,2207,group test enabl default see default valu sahara test integrate config config vanilla vanilla cdh enabl need disabl configur file want run test
,,,,
openstack,t-new,sw-,2206,section explain configur quantum big switch plugin need add
,,,,
openstack,t-bug,sw-,2205,lanc imag list command fail imag user run error
,,,,
openstack,t-bug,sw-,2204,hen tri delet port use horizon show messag fail delet subnet
,,,,
openstack,t-bug,sw-,2203,fter releas hack accept requir http test requir bump issu fix
,,,,
openstack,t-bug,sw-,2202,osapi specif chang behavior api control need
,,,,
openstack,t-bug,sw-,2201,issu happen eventlet rest test fail test test test test tag worker traceback call file line return func file line test self equal start call count file line equal self assert detect messag file line assert rais mismatch error mismatch error
,,,,
openstack,t-bug,sw-,2200,magnum bay creat name
,,,,
openstack,t-bug,sw-,2199,replac python templat use python string
,,,,
openstack,t-bug,sw-,2198,document report use info finish compar tool puppet
,,,,
openstack,t-bug,sw-,2197,want run glanc log level info log set config file see queri log file log
,,,,
openstack,t-bug,sw-,2196,alarm show print tabl alarm attribut row miss log bel
,,,,
openstack,t-bug,sw-,2195,proxi return capabl capabl valu bunch configur manag group call get bunch includ bunch
,,,,
openstack,t-bug,sw-,2194,util deprec switch oslo name
,,,,
openstack,t-bug,sw-,2193,eed remov remov resourc
,,,,
openstack,t-bug,sw-,2192,driver guarante snapshot replica creat share driver need implement creat replica delet replica replica driver meth
,,,,
openstack,t-bug,sw-,2191,look data duplic sourc remov messag
,,,,
openstack,t-bug,sw-,2190,chang mileston propos case releas focu develop project
,,,,
openstack,t-bug,sw-,2189,run setup today look break keyston pki
,,,,
openstack,t-bug,sw-,2188,fter commit caus keyston servic start
,,,,
openstack,t-bug,sw-,2187,widget allow choos valu place type
,,,,
openstack,t-bug,sw-,2186,hen run api ref tox environ warn
,,,,
openstack,t-bug,sw-,2185,creat libvirt ask fail error
,,,,
openstack,t-bug,sw-,2184,barbican rpm fail depend add script depend need
,,,,
openstack,t-bug,sw-,2183,instal fuel environ open stack debug log
,,,,
openstack,t-bug,sw-,2182,hen tri deploy murano contain templat way script engin gener way file execut design build delet way engin script
,,,,
openstack,t-bug,sw-,2181,accord bug test think add test ostf function addit ostf case migrat node
,,,,
openstack,t-bug,sw-,2180,test tri oper issu detect caus use resourc group contain
,,,,
openstack,t-bug,sw-,2179,hen transfer enabl return messag case format call case appli substitut valu gain appli messag transfer support includ use substitut region format pass order limit size case local pass dictionari valu limit refer format string
,,,,
openstack,t-bug,sw-,2178,ldap ident backend sql assign need configur
,,,,
openstack,t-bug,sw-,2177,run case know comput node ram memori show error comput log case stay pend state
,,,,
openstack,t-bug,sw-,2176,gerrit group member need project
,,,,
openstack,t-bug,sw-,2175,mware driver chang comput node state xxx miss connect cent
,,,,
openstack,t-bug,sw-,2174,look day cisco vpn devic driver class decor class class child refer
,,,,
openstack,t-bug,sw-,2173,hen user leav heat client leav messag give traceback termin
,,,,
openstack,t-bug,sw-,2172,review swift cli support client need
,,,,
openstack,t-new,sw-,2171,admin system panel overview extract default server use tabl display column tenant hyperlink tenant row choos tenant connect result error
,,,,
openstack,t-new,sw-,2170,step contain meter lbaa
,,,,
openstack,t-bug,sw-,2169,server resourc check assign key name exist valid fail assign key creat nova key pair
,,,,
openstack,t-bug,sw-,2168,post document connect
,,,,
openstack,t-bug,sw-,2167,integrate test context mean puppet modul puppet project test
,,,,
openstack,t-bug,sw-,2166,catalog get exceed header limit servic use servic catalog head
,,,,
openstack,t-bug,sw-,2165,xen server failur state follow fail
,,,,
openstack,t-new,sw-,2164,descript check document monasca agent
,,,,
openstack,t-bug,sw-,2163,miss docker volum size yaml field mention heat templat
,,,,
openstack,t-new,sw-,2162,enabl metadata api leav failur time
,,,,
openstack,t-bug,sw-,2161,test test messag
,,,,
openstack,t-new,sw-,2160,user list resourc detail show resourc detail list resourc detail support
,,,,
openstack,t-new,sw-,2159,complain outlin look limit write write
,,,,
openstack,t-bug,sw-,2158,hen delet project invalid project token user role project assign manag method use project use driver method look assign ignor group role assign user proj
,,,,
openstack,t-bug,sw-,2157,case creation notif gener network info tri retriev network info delay api respons
,,,,
openstack,t-bug,sw-,2156,place fedora wiki page updat http index base instal
,,,,
openstack,t-bug,sw-,2155,support page click creat report fill form submit form form field lock save request send moment dialog
,,,,
openstack,t-bug,sw-,2154,commit namespac neutron review approv wait chang router creation logic break neutron unit
,,,,
openstack,t-bug,sw-,2153,snippet updat neutron router rout fail xml format requ
,,,,
openstack,t-bug,sw-,2152,replica compon default test http
,,,,
openstack,t-bug,sw-,2151,skeleton model test test pla
,,,,
openstack,t-bug,sw-,2150,show host member aggreg aggreg detail aggreg aggreg aggreg way
,,,,
openstack,t-bug,sw-,2149,reat cache backend http
,,,,
openstack,t-bug,sw-,2148,vpnaa extens code block get resourc servic addit propos ssl vpn case
,,,,
openstack,t-bug,sw-,2147,test fail accord test expect
,,,,
openstack,t-bug,sw-,2146,messag return user creat volum request exceed quota give user data need correct problem error messag return
,,,,
openstack,t-new,sw-,2145,defin tosca document use url system file followi
,,,,
openstack,t-bug,sw-,2144,http merg set default rule default secur
,,,,
openstack,t-bug,sw-,2143,eed ignor file get
,,,,
openstack,t-bug,sw-,2142,ure stack resourc persist oper succeed fail queri resourc stack reflect fact resourc creat confus user tool report state oper stack updat resourc delet chang reflect state resourc
,,,,
openstack,t-new,sw-,2141,eed follow convent defin http
,,,,
openstack,t-bug,sw-,2140,hen call destroy get error
,,,,
openstack,t-bug,sw-,2139,context ask decor sqlalchemi api copi func name attribut function wrap function caus debug
,,,,
openstack,t-bug,sw-,2138,bug fix break system run see python system option upgrad
,,,,
openstack,t-bug,sw-,2137,caus network end event network patch event contain data creat
,,,,
openstack,t-bug,sw-,2136,test file test case test get volum attach issu bring element volum json xml respons structur
,,,,
openstack,t-bug,sw-,2135,creat option yaml option http proxi use imag build access
,,,,
openstack,t-bug,sw-,2134,spin default follow autom script launch hit race condit caus fail launch
,,,,
openstack,t-bug,sw-,2133,follow warn look delet vpnaa vpn site connect obj
,,,,
openstack,t-new,sw-,2132,past command work whitespac server
,,,,
openstack,t-bug,sw-,2131,improve speed tempest test expos race condit volum creat sequenc capabl updat interv second
,,,,
openstack,t-bug,sw-,2130,extract caus configur includ case api servic discuss environ
,,,,
openstack,t-bug,sw-,2129,fter network configur updat fuel network data structur chang line fuel network client chang default network context method work
,,,,
openstack,t-bug,sw-,2128,orizon file librari bunch bootstrap model packag requir bug pass leav
,,,,
openstack,t-new,sw-,2127,cloud servic provid manag data kernel hardwar databas manag system solut open stack ask node regist iron node hypervisor nova schedul deploy size scale servic provid yield present way ask solut manag hardwar leav node iron
,,,,
openstack,t-bug,sw-,2126,comput cpu report float detail rest open stack system report integ libvirt model use present
,,,,
openstack,t-bug,sw-,2125,ith chang allow chang open stack servic password hand playbook refer variabl report fix hand
,,,,
openstack,t-bug,sw-,2124,user choos exist bunch need leav abil creat bunch savanna leav
,,,,
openstack,t-bug,sw-,2123,driver gener driver net app bunch mode driver use data share server detail set case share server creat
,,,,
openstack,t-bug,sw-,2122,avail zone output attribut case resourc input leav user place reli input determin valu attribut resolv
,,,,
openstack,t-bug,sw-,2121,name admin tab admin project tab
,,,,
openstack,t-bug,sw-,2120,python creat file tox run chang delet file switch branch creat error suppress tox
,,,,
openstack,t-bug,sw-,2119,ser fail updat lpolici attribut case use lpolici obj
,,,,
openstack,t-bug,sw-,2118,document miss section report creat backup fuel master node configur restor configur instal fuel master
,,,,
openstack,t-bug,sw-,2117,hen upload jar file jar model user record name someth jar anyth end run problem ask file fail screen give file name use name
,,,,
openstack,t-bug,sw-,2116,requir txt user instal heat engin tri detect monasca plugin miss user client depend bug file updat monasca plugin string mention client depend
,,,,
openstack,t-bug,sw-,2115,error show instal plugin
,,,,
openstack,t-bug,sw-,2114,heat stack state action column track state stack action perform stack column valu valu state actio
,,,,
openstack,t-new,sw-,2113,gerrit server review org replica git repositori servic case http replica project develop document propos clone open stack project second use softwar
,,,,
openstack,t-bug,sw-,2112,port fix snippet use instal config master node order fix issu master node
,,,,
openstack,t-bug,sw-,2111,paramet yaml helper follow
,,,,
openstack,t-bug,sw-,2110,nce add debug env ini debug test case tox
,,,,
openstack,t-bug,sw-,2109,creat avail zone add aggreg
,,,,
openstack,t-bug,sw-,2108,hen ceilomet configur ssl detect heat fail connect use
,,,,
openstack,t-bug,sw-,2107,cinder volum log get clutter warn messag
,,,,
openstack,t-bug,sw-,2106,support creat cent environ fuel remov code fixtur
,,,,
openstack,t-bug,sw-,2105,deploy valu log file paramet ceph
,,,,
openstack,t-bug,sw-,2104,share network get connect activ share network show
,,,,
openstack,t-bug,sw-,2103,use place deprec warn use inst
,,,,
openstack,t-bug,sw-,2102,vpnaa creat encapsul mode ipsec polici cisco encapsul mode assign use
,,,,
openstack,t-bug,sw-,2101,bug requir file sort give requir file contain comment propos header requir file line
,,,,
openstack,t-bug,sw-,2100,emov code test attach interface
,,,,
openstack,t-bug,sw-,2099,paragraph write look case head node paragraph show bel
,,,,
openstack,t-bug,sw-,2098,unit agent test connect test connect call connect start start daemon true loop mock mock call list mock start eat
,,,,
openstack,t-bug,sw-,2097,import backend keyston devstack setup morn
,,,,
openstack,t-bug,sw-,2096,chang syntax machin batch order work machin batch name machin batch
,,,,
openstack,t-bug,sw-,2095,hen creat stack templat autosc group scale log messag
,,,,
openstack,t-bug,sw-,2094,step highlight instal neutron plugin ubuntu give comput
,,,,
openstack,t-bug,sw-,2093,tri delet volum stay error delet stat
,,,,
openstack,t-new,sw-,2092,hen use libvirt cpu monitor driver metric collect notic case valu cpu user cpu cpu case happen track add debug log time track probl
,,,,
openstack,t-bug,sw-,2091,plug architectur allow script sourc code file form app need extend architectur allow unit test file add spec
,,,,
openstack,t-bug,sw-,2090,test remov resourc use report api
,,,,
openstack,t-bug,sw-,2089,refer project code name
,,,,
openstack,t-bug,sw-,2088,ome test use method true isinst assert type way use assert case leav
,,,,
openstack,t-bug,sw-,2087,heat authent issu heat pass admin login quantum specifi
,,,,
openstack,t-bug,sw-,2086,error import name
,,,,
openstack,t-bug,sw-,2085,hen tri show templat exist get error
,,,,
openstack,t-bug,sw-,2084,legaci remov branch otherwis break work platform node
,,,,
openstack,t-bug,sw-,2083,task modul miss unittest leav list task use sort
,,,,
openstack,t-bug,sw-,2082,hen run test test fail case spawn error
,,,,
openstack,t-bug,sw-,2081,execut case resiz action resiz host
,,,,
openstack,t-bug,sw-,2080,found exception exception modul rais paramet look give val
,,,,
openstack,t-bug,sw-,2079,initi script deploy stack fail tri sourc tripleo
,,,,
openstack,t-bug,sw-,2078,org api ref ident
,,,,
openstack,t-bug,sw-,2077,morn man page fail build commit
,,,,
openstack,t-new,sw-,2076,time assum load reload ring increment order python cpu load
,,,,
openstack,t-bug,sw-,2075,need merg packag
,,,,
openstack,t-bug,sw-,2074,look caus packag python plugin contain python code support platform
,,,,
openstack,t-bug,sw-,2073,tri use driver set flag volum driver volum driver driver tri start volum end error
,,,,
openstack,t-bug,sw-,2072,introduc crash type error type
,,,,
openstack,t-bug,sw-,2071,ttp introduc test fail
,,,,
openstack,t-bug,sw-,2070,hen imag volum cache enabl limit tri imag error see log volum tri creat run error state
,,,,
openstack,t-bug,sw-,2069,imag creat fail pars type return
,,,,
openstack,t-bug,sw-,2068,capabl cinder driver enabl initi access volum creat
,,,,
openstack,t-bug,sw-,2067,document state user state tenant user
,,,,
openstack,t-bug,sw-,2066,network allow creat bridg name
,,,,
openstack,t-bug,sw-,2065,chang run http allow perform case leav site libvirt ignor node follow leav site happen caus reb
,,,,
openstack,t-new,sw-,2064,blueprint detail resourc show chang aim support see
,,,,
openstack,t-bug,sw-,2063,keyston client ask name creat role curl name field creat role client end consist
,,,,
openstack,t-bug,sw-,2062,use kilo ceph libvirt kvm
,,,,
openstack,t-bug,sw-,2061,place servic file server
,,,,
openstack,t-bug,sw-,2060,get attribut resourc action snapshot
,,,,
openstack,t-bug,sw-,2059,kilo chang option option client accept advertis support name accept name
,,,,
openstack,t-bug,sw-,2058,inc work releas chang default valu
,,,,
openstack,t-bug,sw-,2057,case delet wait case state check method wait exception speed oper
,,,,
openstack,t-bug,sw-,2056,logic network creat imag fail get kernel ramdisk imag function check comput
,,,,
openstack,t-bug,sw-,2055,build man attack binari bring
,,,,
openstack,t-bug,sw-,2054,hen network show time creat block default
,,,,
openstack,t-new,sw-,2053,ccord code enabl glanc datastor backend driver function section add configur glanc api
,,,,
openstack,t-bug,sw-,2052,swift store imag delet imag section delet caus imag delet assum case imag case parallel delet imag section parallel imag section delet improve oper imag delet
,,,,
openstack,t-bug,sw-,2051,ttp noth event api model
,,,,
openstack,t-bug,sw-,2050,reation environ fail tri use network devic parent
,,,,
openstack,t-new,sw-,2049,eed api remov token execut support backend
,,,,
openstack,t-bug,sw-,2048,manag float list creat creat delet number assum hour list assum second oper insert delet choos databas
,,,,
openstack,t-new,sw-,2047,ommit tripleo imag element add instal appli config bug fix http remov instal releas fix pbr
,,,,
openstack,t-bug,sw-,2046,reat client aggreg command look work show list
,,,,
openstack,t-bug,sw-,2045,return argument return follow
,,,,
openstack,t-bug,sw-,2044,problem page refer project data process problem binari problem binari form script html exist need fix remov refer
,,,,
openstack,t-bug,sw-,2043,propos http use import class import class modul import import
,,,,
openstack,t-bug,sw-,2042,bug subnet delet port need auto delet plugin code level neutron
,,,,
openstack,t-new,sw-,2041,neutron plugin type mechan manag assert dictionari list type driver mechan driver order mechan driver class variabl type mechan order mechan driver give type add list driver type allow regist configur driver type
,,,,
openstack,t-bug,sw-,2040,leav set set add field devic dictionari remov valid caus segment field gateway connect
,,,,
openstack,t-bug,sw-,2039,fter host case target host report case
,,,,
openstack,t-bug,sw-,2038,port execut detail mention
,,,,
openstack,t-bug,sw-,2037,interface listen configur leav default servic sta
,,,,
openstack,t-bug,sw-,2036,method creat volum call method obtain volum
,,,,
openstack,t-bug,sw-,2035,hen fip disassoci node float agent gateway port delet thing happen delet host fip associ way work way
,,,,
openstack,t-bug,sw-,2034,use key network cidr type key default
,,,,
openstack,t-bug,sw-,2033,month host function remov kilo releas network remov caus delay start plugin instal result failur migrat vlan host reb
,,,,
openstack,t-bug,sw-,2032,creat user endpoint servic restart way caus start keyston servic databas
,,,,
openstack,t-new,sw-,2031,hen tri upload imag use xen server glanc plugin
,,,,
openstack,t-bug,sw-,2030,hen case creat copi metadata imag volum save case system metadata leav detail time record metadata use configur case metadata imag chang
,,,,
openstack,t-bug,sw-,2029,hang driver handl network type etc add test case dri
,,,,
openstack,t-bug,sw-,2028,plugin hook http redirect code follow http spec plugin look redirect handl handl redirect code specif mod
,,,,
openstack,t-bug,sw-,2027,output build bunch look thi
,,,,
openstack,t-bug,sw-,2026,ident default attribut use configur keyston servic
,,,,
openstack,t-new,sw-,2025,fix http introduc vmware fixtur noop
,,,,
openstack,t-bug,sw-,2024,hen resourc scale polici signal rais
,,,,
openstack,t-bug,sw-,2023,rst document doc sourc enforc
,,,,
openstack,t-bug,sw-,2022,modul doesnt return number base core thread core enabl deploy number depend core thread proce
,,,,
openstack,t-bug,sw-,2021,python bind leav retri rate limit erro
,,,,
openstack,t-bug,sw-,2020,etwork api extens creat load balanc
,,,,
openstack,t-bug,sw-,2019,secur templat refer use ssl place ssl replac mention discuss level secur
,,,,
openstack,t-bug,sw-,2018,evstack instal python packag python environ set true conf bug api servic run rootwrap fail
,,,,
openstack,t-bug,sw-,2017,consol output fail unit test clutter line info migrat repo script commit http output test look
,,,,
openstack,t-bug,sw-,2016,magnum help baymodel creat show messag name
,,,,
openstack,t-bug,sw-,2015,rabbitmq modul introduc featur relat paramet chang databas chang paramet chang configur fals default affect puppet state confirm import affect puppet state confirm import affect puppet state confirm import affect puppet state confirm import affect puppet state confirm import affect puppet state confirm import affect puppet state confirm import affect puppet heat state confirm import affect puppet state confirm import affect cinder state confirm import affect puppet ceilomet state confirm import
,,,,
openstack,t-bug,sw-,2014,client give level attribut error encount give excepti
,,,,
openstack,t-bug,sw-,2013,eat command line client heat work auth token leav password
,,,,
openstack,t-bug,sw-,2012,schedul test case schedul test case bunch test
,,,,
openstack,t-bug,sw-,2011,hen use disk instal open stack ceph need use paramet get performan
,,,,
openstack,t-bug,sw-,2010,condit get request caus
,,,,
openstack,t-bug,sw-,2009,issu patch merg http
,,,,
openstack,t-new,sw-,2008,list api level support filter bay object filter
,,,,
openstack,t-bug,sw-,2007,move ntp server configur servic name ntp server paramet chang ntp server break upgrad user ntp server param
,,,,
openstack,t-bug,sw-,2006,user start cdh bunch ntp servic start
,,,,
openstack,t-bug,sw-,2005,emov use replac name functi
,,,,
openstack,t-bug,sw-,2004,uri paramet show api mention page show
,,,,
openstack,t-bug,sw-,2003,ook http introduc unit test failu
,,,,
openstack,t-bug,sw-,2002,volum detach case boot volum
,,,,
openstack,t-new,sw-,2001,instal devstack empti metadata follow http activ notif nova
,,,,
openstack,t-bug,sw-,2000,problem run sphinx document look break
,,,,
openstack,t-bug,sw-,1999,fuel librari read fuel requir
,,,,
openstack,t-bug,sw-,1998,encount bug header size use keyston debug messag server log client display use curl command display error messag proper
,,,,
openstack,t-bug,sw-,1997,report use comment patch patch set
,,,,
openstack,t-bug,sw-,1996,line check quota volum servic enabl
,,,,
openstack,t-bug,sw-,1995,keyston api allow user creat domain authent user api version support client authent name tenant auth support
,,,,
openstack,t-bug,sw-,1994,test use list flavor
,,,,
openstack,t-bug,sw-,1993,eypair store ldap caus ldap persist
,,,,
openstack,t-bug,sw-,1992,request object manifest file
,,,,
openstack,t-bug,sw-,1991,need config file sampl option valid miss option add
,,,,
openstack,t-bug,sw-,1990,win resiz method default size file size see size metadata size imag
,,,,
openstack,t-bug,sw-,1989,creat stack user see root
,,,,
openstack,t-bug,sw-,1988,driver use lpop rule dvr router interface caus chang blueprint
,,,,
openstack,t-bug,sw-,1987,osapi spec ask disk min ram return get imag detail examp
,,,,
openstack,t-bug,sw-,1986,report thing run problem help track problem case option run debug mode state devic
,,,,
openstack,t-bug,sw-,1985,libvirt imag cache manag process hash file
,,,,
